common_name,date,trawl,sample_id,catch_count,length_type,length_cm,weight_kg,sex,fa_sample,comments,recorder,fish_processing_personnel,size_class,species,kingdom,phylum,class,order,family,genus,level
Eulachon,2018-08-11,12,2588,623,Fork,9.5,0.004,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,888,94,Fork,9.2,0.004,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,889,95,Fork,14.2,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1254,249,Fork,13.6,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,891,97,Fork,14.1,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,650,88,Fork,16.6,0.028,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,651,89,Fork,14.9,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,894,100,Fork,15.1,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,895,101,Fork,14.6,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1260,4,Fork,12.5,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1261,5,Fork,13.6,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1262,6,Fork,14.4,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1263,7,Fork,13.1,0.012,NA,Y,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1264,8,Fork,13.6,0.012,NA,Y,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1265,9,Fork,12.3,0.008,NA,Y,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1266,10,Fork,14.1,0.012,NA,Y,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,458,210,Fork,17,0.034,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,459,211,Fork,19.2,0.052,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,703,141,Fork,14,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,704,142,Fork,16,0.024,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,462,214,Fork,18.5,0.046,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1312,56,Fork,13.9,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1273,17,Fork,13.9,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1274,18,Fork,12.1,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,911,117,Fork,8.3,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,912,118,Fork,7.4,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1277,21,Fork,12.9,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,914,120,Fork,13.8,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1279,23,Fork,13.8,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1280,24,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1281,25,Fork,14.3,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1322,66,Fork,11,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1323,67,Fork,13.5,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1324,68,Fork,12.1,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1284,28,Fork,13.1,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,680,118,Fork,7.9,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,681,119,Fork,9.6,0.004,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,682,120,Fork,13,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,683,121,Fork,8.7,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,684,122,Fork,8.6,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,685,123,Fork,13.2,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,686,124,Fork,8.5,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,687,125,Fork,8.8,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,688,126,Fork,11,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,689,127,Fork,14.9,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,690,128,Fork,12.8,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,691,129,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,692,130,Fork,6.6,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,693,131,Fork,13.1,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,694,132,Fork,14.3,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,6,695,133,Fork,8.3,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,453,205,Fork,17.6,0.034,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,454,206,Fork,17.3,0.036,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,455,207,Fork,17.2,0.034,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,456,208,Fork,18.3,0.048,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,457,209,Fork,17.4,0.038,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,861,67,Fork,13,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,862,68,Fork,12.9,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1229,224,Fork,13.2,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1230,225,Fork,13.1,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1231,226,Fork,12.6,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1232,227,Fork,12.2,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1313,57,Fork,13.1,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1314,58,Fork,12.5,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,466,218,Fork,17.9,0.028,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,467,219,Fork,14.5,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,468,220,Fork,17.2,0.038,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,833,39,Fork,16,0.024,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,834,40,Fork,14,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,835,41,Fork,14,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,836,42,Fork,12.9,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1321,65,Fork,11.1,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1217,212,Fork,18.1,0.036,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1338,82,Fork,13.6,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1325,69,Fork,12.5,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1326,70,Fork,13.1,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1327,71,Fork,12.7,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1328,72,Fork,13,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,883,89,Fork,15,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,843,49,Fork,13.2,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,844,50,Fork,15,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1332,76,Fork,13,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1333,77,Fork,13.8,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1215,210,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1216,211,Fork,13.2,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1308,52,Fork,14,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,460,212,Fork,18,0.042,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,851,57,Fork,15.8,0.024,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,852,58,Fork,14.1,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,853,59,Fork,14.6,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1342,86,Fork,11.5,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,855,61,Fork,13.1,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1224,219,Fork,13.2,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,858,64,Fork,16.2,0.024,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,859,65,Fork,15.7,0.022,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,860,66,Fork,8.5,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1347,91,Fork,13.8,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1307,51,Fork,11.6,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1253,248,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,446,198,Fork,16.5,0.03,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,461,213,Fork,17.7,0.038,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1311,55,Fork,14,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1233,228,Fork,13.3,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1234,229,Fork,14.4,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,868,74,Fork,8.6,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,869,75,Fork,10,0.004,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,870,76,Fork,14.1,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,871,77,Fork,13.4,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1318,62,Fork,14,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1278,22,Fork,12.3,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1320,64,Fork,13.3,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1348,92,Fork,12.2,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1349,93,Fork,13.1,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,447,199,Fork,17.6,0.036,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,892,98,Fork,13.4,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1244,239,Fork,16.6,0.021,NA,Y,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-11,12,2581,616,Fork,8.6,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,882,88,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1287,31,Fork,13.1,0.01,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,884,90,Fork,13.8,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1248,243,Fork,9.6,0.006,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,886,92,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,887,93,Fork,8.4,0.002,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,8,1252,247,Fork,17.8,0.034,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,444,196,Fork,14.2,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1293,37,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1350,94,Fork,12,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1351,95,Fork,10.4,0.006,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-04,7,893,99,Fork,13.6,0.016,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1258,2,Fork,13.1,0.012,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1259,3,Fork,11.9,0.008,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-02,4,452,204,Fork,20.9,0.07,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
Eulachon,2018-08-08,9,1302,46,Fork,16.2,0.02,NA,NA,NA,NA,NA,NA,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species
