Date,Trawl,Sample_ID,Catch_count,Species,Length_type,Length_cm,Weight_kg,Sex,FA_Sample,Comments,Recorder,Fish Processing Personnel,,
18-08-04,7,901,107,Eulachon,Fork,12.1,0.010,,,,,,,
18-08-04,7,902,108,Eulachon,Fork,12.9,0.012,,,,,,,
18-08-04,7,903,109,Eulachon,Fork,15,0.020,,,,,,,
18-08-04,7,904,110,Eulachon,Fork,15.3,0.020,,,,,,,
18-08-04,7,905,111,Eulachon,Fork,13.9,0.018,,,,,,,
18-08-04,7,906,112,Eulachon,Fork,14,0.016,,,,,,,
18-08-04,7,907,113,Eulachon,Fork,13.7,0.014,,,,,,,
18-08-04,7,908,114,Eulachon,Fork,15.2,0.022,,,,,,,
18-08-04,7,909,115,Eulachon,Fork,12,0.010,,,,,,,
18-08-04,7,910,116,Eulachon,Fork,7.1,0.002,,,,,,,
18-08-04,7,911,117,Eulachon,Fork,8.3,0.002,,,,,,,
18-08-04,7,912,118,Eulachon,Fork,7.4,0.002,,,,,,,
18-08-04,7,913,119,Eulachon,Fork,12.2,0.010,,,,,,,
18-08-04,7,914,120,Eulachon,Fork,13.8,0.016,,,,,,,
18-08-04,7,915,121,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,916,122,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,917,123,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,918,124,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,919,125,Euphausiid spp,Total,1.1,,,,,,,,
18-08-04,7,920,126,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,921,127,Euphausiid spp,Total,1,,,,,,,,
18-08-04,7,922,128,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,923,129,Euphausiid spp,Total,1.1,,,,,,,,
18-08-04,7,924,130,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,925,131,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,926,132,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,927,133,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,928,134,Euphausiid spp,Total,1.3,,,,,,,,
18-08-04,7,929,135,Euphausiid spp,Total,1,,,,,,,,
18-08-04,7,930,136,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,931,137,Euphausiid spp,Total,1.3,,,,,,,,
18-08-04,7,932,138,Euphausiid spp,Total,1,,,,,,,,
18-08-04,7,933,139,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,934,140,Euphausiid spp,Total,1.1,,,,,,,,
18-08-04,7,935,141,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,936,142,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,937,143,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,938,144,Euphausiid spp,Total,1.1,,,,,,,,
18-08-04,7,939,145,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,940,146,Euphausiid spp,Total,1,,,,,,,,
18-08-04,7,941,147,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,942,148,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,943,149,Euphausiid spp,Total,1.4,,,,,,,,
18-08-04,7,944,150,Euphausiid spp,Total,1.2,,,,,,,,
18-08-04,7,945,151,Shrimp B,Total,1.5,,,,,,,,
18-08-04,7,946,152,Shrimp B,Total,1.3,,,,,,,,
18-08-04,7,947,153,Shrimp B,Total,1.3,,,,,,,,
18-08-04,7,948,154,Shrimp B,Total,1.3,,,,,,,,
18-08-04,7,949,155,Shrimp B,Total,1.2,,,,,,,,
18-08-04,7,950,156,Shrimp B,Total,1.5,,,,,,,,
18-08-04,7,951,157,Shrimp B,Total,1.4,,,,,,,,
18-08-04,7,952,158,Shrimp B,Total,1.6,,,,,,,,
18-08-04,7,953,159,Shrimp B,Total,1.6,,,,,,,,
18-08-04,7,954,160,Shrimp B,Total,1.1,,,,,,,,
18-08-04,7,955,161,Shrimp B,Total,1.6,,,,,,,,
18-08-04,7,956,162,Shrimp B,Total,1.3,,,,,,,,
18-08-04,7,957,163,Shrimp B,Total,1.8,,,,,,,,
18-08-04,7,958,164,Shrimp B,Total,1.6,,,,,,,,
18-08-04,7,959,165,Shrimp B,Total,1.6,,,,,,,,
18-08-04,7,960,166,Shrimp B,Total,1.8,,,,,,,,
18-08-04,7,961,167,Shrimp B,Total,1.1,,,,,,,,
18-08-04,7,962,168,Shrimp B,Total,1.1,,,,,,,,
18-08-04,7,963,169,Shrimp B,Total,1.2,,,,,,,,
18-08-04,7,964,170,Shrimp B,Total,1.4,,,,,,,,
18-08-04,7,965,171,Shrimp B,Total,1.4,,,,,,,,
18-08-04,7,966,172,Shrimp B,Total,2,,,,,,,,
18-08-04,7,967,173,Shrimp B,Total,2,,,,,,,,
18-08-04,7,968,174,Shrimp B,Total,1.6,,,,,,,,
18-08-04,7,969,175,Shrimp B,Total,1.1,,,,,,,,
18-08-04,7,970,176,Shrimp B,Total,1.4,,,,,,,,
18-08-04,7,971,177,Shrimp B,Total,1.5,,,,,,,,
18-08-04,7,972,178,Shrimp B,Total,1.5,,,,,,,,
18-08-04,7,973,179,Shrimp B,Total,1.3,,,,,,,,
18-08-04,7,974,180,Shrimp A,Total,1.2,,,,,,,,
18-08-04,7,975,181,Shrimp A,Total,1.4,,,,,,,,
18-08-04,7,976,182,Shrimp A,Total,1.6,,,,,,,,
18-08-04,7,977,183,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,978,184,Shrimp C,Total,2.6,,,,,,,,
18-08-04,7,979,185,Shrimp C,Total,2.1,,,,,,,,
18-08-04,7,980,186,Shrimp C,Total,1.7,,,,,,,,
18-08-04,7,981,187,Shrimp C,Total,2.7,,,,,,,,
18-08-04,7,982,188,Shrimp C,Total,1.8,,,,,,,,
18-08-04,7,983,189,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,984,190,Shrimp C,Total,2.5,,,,,,,,
18-08-04,7,985,191,Shrimp C,Total,2.4,,,,,,,,
18-08-04,7,986,192,Shrimp C,Total,2,,,,,,,,
18-08-04,7,987,193,Shrimp C,Total,2.8,,,,,,,,
18-08-04,7,988,194,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,989,195,Shrimp C,Total,2.5,,,,,,,,
18-08-04,7,990,196,Shrimp C,Total,2,,,,,,,,
18-08-04,7,991,197,Shrimp C,Total,2,,,,,,,,
18-08-04,7,992,198,Shrimp C,Total,2.3,,,,,,,,
18-08-04,7,993,199,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,994,200,Shrimp C,Total,1.9,,,,,,,,
18-08-04,7,995,201,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,996,202,Shrimp C,Total,2.9,,,,,,,,
18-08-04,7,997,203,Shrimp C,Total,2,,,,,,,,
18-08-04,7,998,204,Shrimp C,Total,2.1,,,,,,,,
18-08-04,7,999,205,Shrimp C,Total,2,,,,,,,,
18-08-04,7,1000,206,Shrimp C,Total,2,,,,,,,,
18-08-04,7,1001,207,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,1002,208,Shrimp C,Total,2.5,,,,,,,,
18-08-04,7,1003,209,Shrimp C,Total,2.2,,,,,,,,
18-08-04,7,1004,210,Shrimp C,Total,2.7,,,,,,,,
18-08-04,7,1005,211,Shrimp C,Total,2.4,,,,,,,,
18-08-04,7,1006,212,Shrimp C,Total,2.5,,,,,,,,
18-08-08,8,1007,1,Pacific Herring,Fork,14.5,0.020,,,,,,,
18-08-08,8,1008,2,Pacific Herring,Fork,16.2,0.240,,,,,,,
18-08-08,8,1009,3,Pacific Herring,Fork,16.3,0.260,,,,,,,
18-08-08,8,1010,4,Pacific Herring,Fork,14.6,0.022,,,,,,,
18-08-08,8,1011,5,Pacific Herring,Fork,15.9,0.026,,,,,,,
18-08-08,8,1012,6,Pacific Herring,Fork,15.1,0.024,,,,,,,
18-08-08,8,1013,7,Pacific Herring,Fork,15.2,0.024,,,,,,,
18-08-08,8,1014,8,Pacific Herring,Fork,15,0.022,,,,,,,
18-08-08,8,1015,9,Pacific Herring,Fork,14.9,0.020,,,,,,,
18-08-08,8,1016,10,Pacific Herring,Fork,14.5,0.024,,,,,,,
18-08-08,8,1017,11,Pacific Herring,Fork,14.3,0.018,,,,,,,
18-08-08,8,1018,12,Pacific Herring,Fork,13.5,0.020,,,,,,,
18-08-08,8,1019,13,Pacific Herring,Fork,15.2,0.026,,,,,,,
18-08-08,8,1020,14,Pacific Herring,Fork,15.2,0.028,,,,,,,
18-08-08,8,1021,15,Pacific Herring,Fork,16.5,0.030,,,,,,,
18-08-08,8,1022,16,Pacific Herring,Fork,15.6,0.024,,,,,,,
18-08-08,8,1023,17,Pacific Herring,Fork,14.8,0.022,,,,,,,
18-08-08,8,1024,18,Pacific Herring,Fork,14.7,0.028,,,,,,,
18-08-08,8,1025,19,Pacific Herring,Fork,15,0.022,,,,,,,
18-08-08,8,1026,20,Pacific Herring,Fork,14.2,0.022,,,,,,,
18-08-08,8,1027,21,Pacific Herring,Fork,14.5,0.022,,,,,,,
18-08-08,8,1028,22,Pacific Herring,Fork,15.7,0.028,,,,,,,
18-08-08,8,1029,23,Pacific Herring,Fork,14.8,0.022,,,,,,,
18-08-08,8,1030,24,Pacific Herring,Fork,14.6,0.024,,,,,,,
18-08-08,8,1031,25,Pacific Herring,Fork,14.5,0.018,,,,,,,
18-08-08,8,1032,26,Pacific Herring,Fork,15.2,0.028,,,,,,,
18-08-08,8,1033,27,Pacific Herring,Fork,14.5,0.022,,,,,,,
18-08-08,8,1034,28,Pacific Herring,Fork,15,0.024,,,,,,,
18-08-08,8,1035,29,Pacific Herring,Fork,15.3,0.022,,,,,,,
18-08-08,8,1036,30,Pacific Herring,Fork,15.5,0.024,,,,,,,
18-08-08,8,1037,31,Pacific Herring,Fork,13.5,0.020,,,,,,,
18-08-08,8,1038,32,Pacific Herring,Fork,13.4,0.016,,,,,,,
18-08-08,8,1039,33,Pacific Herring,Fork,15.2,0.020,,,,,,,
18-08-08,8,1040,34,Chinook Salmon,Fork,66.9,8.650,M,Y,,,,,
18-08-08,8,1041,35,Chinook Salmon,Fork,41.4,0.810,F,Y,,,,,
18-08-08,8,1042,36,Unidentified Rockfish,Total,,,,,Discarded during subsampling,,,,
18-08-08,8,1043,37,Sockeye Salmon,Fork,,,,,Discarded during subsampling,,,,
18-08-08,8,1044,39,Pacific Herring,Fork,17.5,0.038,,,,,,,
18-08-08,8,1045,40,Pacific Herring,Fork,13.9,0.018,,,,,,,
18-08-08,8,1046,41,Pacific Herring,Fork,16.2,0.021,,,,,,,
18-08-08,8,1047,42,Pacific Herring,Fork,15.7,0.024,,,,,,,
18-08-08,8,1048,43,Pacific Herring,Fork,14.5,0.020,,,,,,,
18-08-08,8,1049,44,Pacific Herring,Fork,18.4,0.420,,,,,,,
18-08-08,8,1050,45,Pacific Herring,Fork,15.3,0.026,,,,,,,
18-08-08,8,1051,46,Pacific Herring,Fork,15.1,0.024,,,,,,,
18-08-08,8,1052,47,Pacific Herring,Fork,15.3,0.026,,,,,,,
18-08-08,8,1053,48,Pacific Herring,Fork,14.4,0.022,,,,,,,
18-08-08,8,1054,49,Pacific Herring,Fork,15,0.024,,,,,,,
18-08-08,8,1055,50,Pacific Herring,Fork,14.5,0.024,,,,,,,
18-08-08,8,1056,51,Pacific Herring,Fork,14.7,0.022,,,,,,,
18-08-08,8,1057,52,Pacific Herring,Fork,14.5,0.024,,,,,,,
18-08-08,8,1058,53,Pacific Herring,Fork,14.8,0.020,,,,,,,
18-08-08,8,1059,54,Pacific Herring,Fork,14.3,0.024,,,,,,,
18-08-08,8,1060,55,Pacific Herring,Fork,16.5,0.030,,,,,,,
18-08-08,8,1061,56,Pacific Herring,Fork,13.9,0.018,,,,,,,
18-08-08,8,1062,57,Pacific Herring,Fork,15.2,0.024,,,,,,,
18-08-08,8,1063,58,Pacific Herring,Fork,15.3,0.026,,,,,,,
18-08-08,8,1064,59,Pacific Herring,Fork,15.6,0.028,,,,,,,
18-08-08,8,1065,60,Pacific Herring,Fork,15,0.024,,,,,,,
18-08-08,8,1066,61,Pacific Herring,Fork,15.2,0.022,,,,,,,
18-08-08,8,1067,62,Pacific Herring,Fork,16,0.028,,,,,,,
18-08-08,8,1068,63,Pacific Herring,Fork,14.3,0.018,,,,,,,
18-08-08,8,1069,64,Pacific Herring,Fork,16.1,0.032,,,,,,,
18-08-08,8,1070,65,Pacific Herring,Fork,15.7,0.028,,,,,,,
18-08-08,8,1071,66,Pacific Herring,Fork,14.3,0.022,,,,,,,
18-08-08,8,1072,67,Pacific Herring,Fork,14.9,0.024,,,,,,,
18-08-08,8,1073,68,Pacific Herring,Fork,13.8,0.018,,,,,,,
18-08-08,8,1074,69,Pacific Herring,Fork,15.6,0.026,,,,,,,
18-08-08,8,1075,70,Pacific Herring,Fork,14.9,0.022,,,,,,,
18-08-08,8,1076,71,Pacific Herring,Fork,16,0.028,,,,,,,
18-08-08,8,1077,72,Pacific Herring,Fork,16.3,0.034,,Y,,,,,
18-08-08,8,1078,73,Pacific Herring,Fork,14.3,0.026,,Y,,,,,
18-08-08,8,1079,74,Pacific Herring,Fork,14.4,0.024,,Y,,,,,
18-08-08,8,1080,75,Pacific Herring,Fork,14.2,0.024,,Y,,,,,
18-08-08,8,1081,76,Pacific Herring,Fork,17.1,0.042,,Y,,,,,
18-08-08,8,1082,77,Pacific Herring,Fork,16.3,0.030,,,,,,,
18-08-08,8,1083,78,Pacific Herring,Fork,15.1,0.024,,,,,,,
18-08-08,8,1084,79,Pacific Herring,Fork,15,0.026,,,,,,,
18-08-08,8,1085,80,Pacific Herring,Fork,15.6,0.028,,,,,,,
18-08-08,8,1086,81,Pacific Herring,Fork,15.2,0.022,,,,,,,
18-08-08,8,1087,82,Pacific Herring,Fork,15.7,0.024,,,,,,,
18-08-08,8,1088,83,Pacific Herring,Fork,15.2,0.022,,,,,,,
18-08-08,8,1089,84,Pacific Herring,Fork,18.3,0.026,,,,,,,
18-08-08,8,1090,85,Pacific Herring,Fork,14,0.016,,,,,,,
18-08-08,8,1091,86,Pacific Herring,Fork,15.1,0.022,,,,,,,
18-08-08,8,1092,87,Pacific Herring,Fork,15,0.024,,,,,,,
18-08-08,8,1093,88,Pacific Herring,Fork,14.2,0.022,,,,,,,
18-08-08,8,1094,89,Pacific Herring,Fork,14.7,0.024,,,,,,,
18-08-08,8,1095,90,Pacific Herring,Fork,14.8,0.024,,,,,,,
18-08-08,8,1096,91,Pacific Herring,Fork,15,0.024,,,,,,,
18-08-08,8,1097,92,Pacific Herring,Fork,16.2,0.034,,,,,,,
18-08-08,8,1098,93,Pacific Herring,Fork,17,0.026,,,,,,,
18-08-08,8,1099,94,Pacific Herring,Fork,14.1,0.020,,,,,,,
18-08-08,8,1100,95,Pacific Herring,Fork,14.4,0.020,,,,,,,
18-08-08,8,1101,96,Pacific Herring,Fork,17,0.034,,,,,,,
18-08-08,8,1102,97,Pacific Herring,Fork,15.4,0.024,,,,,,,
18-08-08,8,1103,98,Pacific Herring,Fork,13.9,0.020,,,,,,,
18-08-08,8,1104,99,Pacific Herring,Fork,14.3,0.024,,,,,,,
18-08-08,8,1105,100,Pacific Herring,Fork,15.2,0.024,,,,,,,
18-08-08,8,1106,101,Pacific Herring,Fork,16.1,0.032,,,,,,,
18-08-08,8,1107,102,Pacific Herring,Fork,13.2,0.016,,,,,,,
18-08-08,8,1108,103,Pacific Herring,Fork,15.8,0.030,,,,,,,
18-08-08,8,1109,104,Pacific Herring,Fork,14.5,0.024,,,,,,,
18-08-08,8,1110,105,Pacific Herring,Fork,15.7,0.030,,,,,,,
18-08-08,8,1111,106,Walleye Pollock,Total,19.2,0.050,,,,,,,
18-08-08,8,1112,107,Walleye Pollock,Total,21.6,0.068,,,,,,,
18-08-08,8,1113,108,Walleye Pollock,Total,19.1,0.046,,,,,,,
18-08-08,8,1114,109,Walleye Pollock,Total,21.6,0.066,,,,,,,
18-08-08,8,1115,110,Walleye Pollock,Total,19.9,0.056,,,,,,,
18-08-08,8,1116,111,Walleye Pollock,Total,21.2,0.064,,,,,,,
18-08-08,8,1117,112,Walleye Pollock,Total,19.5,0.048,,,,,,,
18-08-08,8,1118,113,Walleye Pollock,Total,22.1,0.068,,,,,,,
18-08-08,8,1119,114,Walleye Pollock,Total,19.9,0.050,,,,,,,
18-08-08,8,1120,115,Walleye Pollock,Total,22.4,0.070,,,,,,,
18-08-08,8,1121,116,Walleye Pollock,Total,21.4,0.066,,,,,,,
18-08-08,8,1122,117,Walleye Pollock,Total,21.1,0.064,,,,,,,
18-08-08,8,1123,118,Walleye Pollock,Total,21,0.068,,,,,,,
18-08-08,8,1124,119,Walleye Pollock,Total,19.2,0.052,,,,,,,
18-08-08,8,1125,120,Walleye Pollock,Total,19.3,0.046,,,,,,,
18-08-08,8,1126,121,Walleye Pollock,Total,19.4,0.052,,,,,,,
18-08-08,8,1127,122,Walleye Pollock,Total,19.9,0.560,,,,,,,
18-08-08,8,1128,123,Walleye Pollock,Total,21,0.064,,,,,,,
18-08-08,8,1129,124,Walleye Pollock,Total,19,0.050,,,,,,,
18-08-08,8,1130,125,Walleye Pollock,Total,20.5,0.058,,,,,,,
18-08-08,8,1131,126,Walleye Pollock,Total,20.7,0.060,,,,,,,
18-08-08,8,1132,127,Walleye Pollock,Total,22.2,0.068,,,,,,,
18-08-08,8,1133,128,Walleye Pollock,Total,18.9,0.046,,,,,,,
18-08-08,8,1134,129,Walleye Pollock,Total,20.8,0.062,,,,,,,
18-08-08,8,1135,130,Walleye Pollock,Total,19.8,0.052,,,,,,,
18-08-08,8,1136,131,Walleye Pollock,Total,22.5,0.076,,,,,,,
18-08-08,8,1137,132,Walleye Pollock,Total,20.1,0.060,,,,,,,
18-08-08,8,1138,133,Walleye Pollock,Total,20.5,0.058,,,,,,,
18-08-08,8,1139,134,Walleye Pollock,Total,19,0.050,,,,,,,
18-08-08,8,1140,135,Walleye Pollock,Total,21.6,0.072,,,,,,,
18-08-08,8,1141,136,Walleye Pollock,Total,21.6,0.064,,,,,,,
18-08-08,8,1142,137,Walleye Pollock,Total,20,0.052,,,,,,,
18-08-08,8,1143,138,Walleye Pollock,Total,18.1,0.038,,,,,,,
18-08-08,8,1144,139,Walleye Pollock,Total,20.5,0.058,,,,,,,
18-08-08,8,1145,140,Walleye Pollock,Total,20.4,0.056,,Y,,,,,
18-08-08,8,1146,141,Walleye Pollock,Total,32.2,0.094,,Y,,,,,
18-08-08,8,1147,142,Walleye Pollock,Total,31.4,0.066,,Y,,,,,
18-08-08,8,1148,143,Walleye Pollock,Total,22.2,0.072,,Y,,,,,
18-08-08,8,1149,144,Walleye Pollock,Total,21.5,0.064,,Y,,,,,
18-08-08,8,1150,145,Walleye Pollock,Total,20.2,0.054,,,,,,,
18-08-08,8,1151,146,Walleye Pollock,Total,21.2,0.066,,,,,,,
18-08-08,8,1152,147,Walleye Pollock,Total,21,0.058,,,,,,,
18-08-08,8,1153,148,Walleye Pollock,Total,18.9,0.046,,,,,,,
18-08-08,8,1154,149,Walleye Pollock,Total,19.2,0.048,,,,,,,
18-08-08,8,1155,150,Walleye Pollock,Total,18,0.040,,,,,,,
18-08-08,8,1156,151,Walleye Pollock,Total,19.5,0.050,,,,,,,
18-08-08,8,1157,152,Walleye Pollock,Total,22.6,0.080,,,,,,,
18-08-08,8,1158,153,Walleye Pollock,Total,19.4,0.050,,,,,,,
18-08-08,8,1159,154,Walleye Pollock,Total,17.6,0.038,,,,,,,
18-08-08,8,1160,155,Walleye Pollock,Total,21.2,0.062,,,,,,,
18-08-08,8,1161,156,Walleye Pollock,Total,22.5,0.074,,,,,,,
18-08-08,8,1162,157,Walleye Pollock,Total,21.5,0.058,,,,,,,
18-08-08,8,1163,158,Walleye Pollock,Total,20,0.066,,,,,,,
18-08-08,8,1164,159,Walleye Pollock,Total,22,0.070,,,,,,,
18-08-08,8,1165,160,Walleye Pollock,Total,21.4,0.066,,,,,,,
18-08-08,8,1166,161,Walleye Pollock,Total,20.9,0.060,,,,,,,
18-08-08,8,1167,162,Walleye Pollock,Total,22.1,0.072,,,,,,,
18-08-08,8,1168,163,Walleye Pollock,Total,22.5,0.068,,,,,,,
18-08-08,8,1169,164,Walleye Pollock,Total,19.4,0.052,,,,,,,
18-08-08,8,1170,165,Walleye Pollock,Total,22,0.070,,,,,,,
18-08-08,8,1171,166,Walleye Pollock,Total,19.8,0.540,,,,,,,
18-08-08,8,1172,167,Walleye Pollock,Total,21.8,0.660,,,,,,,
18-08-08,8,1173,168,Walleye Pollock,Total,18.9,0.460,,,,,,,
18-08-08,8,1174,169,Walleye Pollock,Total,20.5,0.560,,,,,,,
18-08-08,8,1175,170,Walleye Pollock,Total,18.5,0.460,,,,,,,
18-08-08,8,1176,171,Walleye Pollock,Total,23.6,0.840,,,,,,,
18-08-08,8,1177,172,Walleye Pollock,Total,20.2,0.540,,,,,,,
18-08-08,8,1178,173,Walleye Pollock,Total,21.6,0.068,,,,,,,
18-08-08,8,1179,174,Walleye Pollock,Total,21.3,0.068,,,,,,,
18-08-08,8,1180,175,Walleye Pollock,Total,19.9,0.048,,,,,,,
18-08-08,8,1181,176,Walleye Pollock,Total,19.7,0.054,,,,,,,
18-08-08,8,1182,177,Walleye Pollock,Total,19.9,0.058,,,,,,,
18-08-08,8,1183,178,Walleye Pollock,Total,20.6,0.064,,,,,,,
18-08-08,8,1184,179,Walleye Pollock,Total,21.1,0.060,,,,,,,
18-08-08,8,1185,180,Walleye Pollock,Total,23.5,0.086,,,,,,,
18-08-08,8,1186,181,Walleye Pollock,Total,21.5,0.064,,,,,,,
18-08-08,8,1187,182,Walleye Pollock,Total,22.6,0.074,,,,,,,
18-08-08,8,1188,183,Walleye Pollock,Total,20.1,0.060,,,,,,,
18-08-08,8,1189,184,Walleye Pollock,Total,19.9,0.052,,,,,,,
18-08-08,8,1190,185,Walleye Pollock,Total,20.5,0.062,,,,,,,
18-08-08,8,1191,186,Walleye Pollock,Total,20.5,0.062,,,,,,,
18-08-08,8,1192,187,Walleye Pollock,Total,22.1,0.076,,,,,,,
18-08-08,8,1193,188,Walleye Pollock,Total,20,0.058,,,,,,,
18-08-08,8,1194,189,Walleye Pollock,Total,22.5,0.076,,,,,,,
18-08-08,8,1195,190,Walleye Pollock,Total,22.5,0.780,,,,,,,
18-08-08,8,1196,191,Walleye Pollock,Total,20.3,0.064,,,,,,,
18-08-08,8,1197,192,Walleye Pollock,Total,20.4,0.066,,,,,,,
18-08-08,8,1198,193,Walleye Pollock,Total,21.3,0.074,,,,,,,
18-08-08,8,1199,194,Walleye Pollock,Total,20.2,0.062,,,,,,,
18-08-08,8,1200,195,Walleye Pollock,Total,20.5,0.064,,,,,,,
18-08-08,8,1201,196,Walleye Pollock,Total,19.6,0.054,,,,,,,
18-08-08,8,1202,197,Walleye Pollock,Total,19.5,0.056,,,,,,,
18-08-08,8,1203,198,Walleye Pollock,Total,21.9,0.074,,,,,,,
18-08-08,8,1204,199,Walleye Pollock,Total,20.5,0.064,,,,,,,
18-08-08,8,1205,200,Walleye Pollock,Total,22.1,0.076,,,,,,,
18-08-08,8,1206,201,Walleye Pollock,Total,20.5,0.054,,,,,,,
18-08-08,8,1207,202,Walleye Pollock,Total,22.5,0.080,,,,,,,
18-08-08,8,1208,203,Walleye Pollock,Total,22.1,0.072,,,,,,,
18-08-08,8,1209,204,Walleye Pollock,Total,20.5,0.058,,,,,,,
18-08-08,8,1210,205,Walleye Pollock,Total,22,0.072,,,,,,,
18-08-08,8,1211,206,Walleye Pollock,Total,21.6,0.070,,,,,,,
18-08-08,8,1212,207,Walleye Pollock,Total,21,0.066,,,,,,,
18-08-08,8,1213,208,Eulachon,Fork,17.6,0.036,,,,,,,
18-08-08,8,1214,209,Eulachon,Fork,17.3,0.036,,,,,,,
18-08-08,8,1215,210,Eulachon,Fork,13.5,0.014,,,,,,,
18-08-08,8,1216,211,Eulachon,Fork,13.2,0.014,,,,,,,
18-08-08,8,1217,212,Eulachon,Fork,18.1,0.036,,,,,,,
18-08-08,8,1218,213,Eulachon,Fork,12.4,0.010,,,,,,,
18-08-08,8,1219,214,Eulachon,Fork,15.6,0.020,,,,,,,
18-08-08,8,1220,215,Eulachon,Fork,12.9,0.012,,,,,,,
18-08-08,8,1221,216,Eulachon,Fork,13.6,0.014,,,,,,,
18-08-08,8,1222,217,Eulachon,Fork,14.4,0.016,,,,,,,
18-08-08,8,1223,218,Eulachon,Fork,12.5,0.014,,,,,,,
18-08-08,8,1224,219,Eulachon,Fork,13.2,0.014,,,,,,,
18-08-08,8,1225,220,Eulachon,Fork,13.4,0.014,,,,,,,
18-08-08,8,1226,221,Eulachon,Fork,14.2,0.016,,,,,,,
18-08-08,8,1227,222,Eulachon,Fork,12.9,0.012,,,,,,,
18-08-08,8,1228,223,Eulachon,Fork,12.4,0.012,,,,,,,
18-08-08,8,1229,224,Eulachon,Fork,13.2,0.012,,,,,,,
18-08-08,8,1230,225,Eulachon,Fork,13.1,0.012,,,,,,,
18-08-08,8,1231,226,Eulachon,Fork,12.6,0.012,,,,,,,
18-08-08,8,1232,227,Eulachon,Fork,12.2,0.010,,,,,,,
18-08-08,8,1233,228,Eulachon,Fork,13.3,0.016,,,,,,,
18-08-08,8,1234,229,Eulachon,Fork,14.4,0.016,,,,,,,
18-08-08,8,1235,230,Eulachon,Fork,13.6,0.016,,,,,,,
18-08-08,8,1236,231,Eulachon,Fork,13,0.012,,,,,,,
18-08-08,8,1237,232,Eulachon,Fork,13.5,0.012,,,,,,,
18-08-08,8,1238,233,Eulachon,Fork,13.4,0.012,,,,,,,
18-08-08,8,1239,234,Eulachon,Fork,13.2,0.012,,,,,,,
18-08-08,8,1240,235,Eulachon,Fork,11.9,0.008,,,,,,,
18-08-08,8,1241,236,Eulachon,Fork,13.8,0.014,,,,,,,
18-08-08,8,1242,237,Eulachon,Fork,18.5,0.038,,Y,,,,,
18-08-08,8,1243,238,Eulachon,Fork,15,0.020,,Y,,,,,
18-08-08,8,1244,239,Eulachon,Fork,16.6,0.021,,Y,,,,,
18-08-08,8,1245,240,Eulachon,Fork,12.8,0.012,,Y,,,,,
18-08-08,8,1246,241,Eulachon,Fork,14,0.014,,Y,,,,,
18-08-08,8,1247,242,Eulachon,Fork,14.3,0.014,,,,,,,
18-08-08,8,1248,243,Eulachon,Fork,9.6,0.006,,,,,,,
18-08-08,8,1249,244,Eulachon,Fork,13.4,0.012,,,,,,,
18-08-08,8,1250,245,Eulachon,Fork,12.4,0.010,,,,,,,
18-08-08,8,1251,246,Eulachon,Fork,13.7,0.014,,,,,,,
18-08-08,8,1252,247,Eulachon,Fork,17.8,0.034,,,,,,,
18-08-08,8,1253,248,Eulachon,Fork,14.2,0.018,,,,,,,
18-08-08,8,1254,249,Eulachon,Fork,13.6,0.014,,,,,,,
18-08-08,8,1255,250,Walleye Pollock,Total,7.9,0.012,,,,,,,
18-08-08,8,1256,251,Squid C,Total,6,0.010,,Y,,,,,
18-08-08,9,1257,1,Sea Nettle,Total,17.5,0.480,,,,,,,
18-08-08,9,1258,2,Eulachon,Fork,13.1,0.012,,,,,,,
18-08-08,9,1259,3,Eulachon,Fork,11.9,0.008,,,,,,,
18-08-08,9,1260,4,Eulachon,Fork,12.5,0.008,,,,,,,
18-08-08,9,1261,5,Eulachon,Fork,13.6,0.014,,,,,,,
18-08-08,9,1262,6,Eulachon,Fork,14.4,0.016,,,,,,,
18-08-08,9,1263,7,Eulachon,Fork,13.1,0.012,,Y,,,,,
18-08-08,9,1264,8,Eulachon,Fork,13.6,0.012,,Y,,,,,
