set_number,LCT,gamma_detection_method,alpha_detection_method,beta_detection_method,set_read_index,weight_total_kg,pabs_trawl,p_abs_eDNA,kingdom,phylum,class,order,family,genus,environment,depth_range_min,depth_range_max,max_length_cm,common_length_cm,in_range,habitat,depth_trawl,depth_eDNA,Jac,Jac_turn,Jac_nest,Sor_turn,Sor_nest,depth_difference
12,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,5.63627015166444,43.49,1,1,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,benthopelagic,15,1244,140,NA,y,benthopelagic,25,25,0.7222222222222222,0.6153846153846154,0.10683760683760685,0.4444444444444444,0.12077294685990338,0
12,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,8.602,1,0,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,benthopelagic,0,375,150,70,y,benthopelagic,25,25,0.7222222222222222,0.6153846153846154,0.10683760683760685,0.4444444444444444,0.12077294685990338,0
13,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.81595064686403,24.676,1,1,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,pelagic_neritic,0,1000,91,NA,y,pelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,10.6268554271902,0,0,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,pelagic_oceanic,0,250,84,45,y,pelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.997239094422971,0.06,1,1,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,pelagic_neritic,0,300,34,20,y,pelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,21,45.339,1,1,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,benthopelagic,NA,1280,91,NA,y,benthopelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Citharichthys stigmaeus,only eDNA,only eDNA,only eDNA,0.179575441975165,0,0,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Citharichthys,demersal,NA,549,17,NA,y,demersal,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Microstomus pacificus,only eDNA,only eDNA,only eDNA,3,0,0,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,demersal,10,1370,6,NA,y,demersal,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,6.464,1,0,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,benthopelagic,0,375,150,70,y,benthopelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Clupea pallasii,both eDNA/trawl,only trawl,both eDNA/trawl,0,2.901,1,0,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,pelagic_neritic,0,475,46,25,y,pelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Alosa sapidissima,both eDNA/trawl,only eDNA,both eDNA/trawl,0.541733539068104,0,0,1,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pelagic_neritic,0,250,76,50,n,pelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Glyptocephalus zachirus,only eDNA,only eDNA,only eDNA,0.869452547761368,0,0,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,demersal,0,900,60,36,y,demersal,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,26.7988178884982,17.998,1,1,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,benthopelagic,15,1244,140,NA,y,benthopelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
13,Diaphus theta,only trawl,only trawl,only trawl,0,0.036,1,0,Animalia ,Chordata,Teleostei,Myctophiformes ,Myctophidae ,Diaphys,bathypelagic,10,3400,11.4,NA,y,bathypelagic,127.5,160,0.6666666666666666,0.6,0.06666666666666667,0.42857142857142855,0.07142857142857142,32.5
14,Thaleichthys pacificus,both eDNA/trawl,only eDNA,both eDNA/trawl,1.52964401629557,0,0,1,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,pelagic_neritic,0,300,34,20,y,pelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Merluccius productus,both eDNA/trawl,only eDNA,both eDNA/trawl,2.7736052609695,0,0,1,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,pelagic_neritic,0,1000,91,NA,y,pelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Sebastes mystinus,only eDNA,only eDNA,only eDNA,3,0,0,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,reef_associated,0,550,61,NA,y,reef_associated,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Alosa sapidissima,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.194,1,0,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pelagic_neritic,0,250,76,50,n,pelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Sebastes crameri,only eDNA,only eDNA,only eDNA,5.2765153179897,0,0,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,bathydemersal,25,600,58,NA,y,bathydemersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Anoplopoma fimbria,both eDNA/trawl,only eDNA,only eDNA,18.1689547162842,0,0,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,bathydemersal,175,2740,120,80,y,bathydemersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Beringraja binoculata,only eDNA,only eDNA,only eDNA,3,0,0,1,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Beringraja,demersal,3,800,244,180,y,demersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Oncorhynchus gorbuscha,both eDNA/trawl,only eDNA,both eDNA/trawl,5.51609170252277,0,0,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,demersal,0,250,76,NA,y,demersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Engraulis mordax,only trawl,only trawl,only trawl,0,0.028,1,0,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,pelagic_neritic,0,310,24.8,15,y,pelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,6.158,1,0,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,benthopelagic,0,375,150,70,y,benthopelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,1.8124772200583,0,0,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,pelagic_oceanic,0,250,84,45,y,pelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Squalus suckleyi,both eDNA/trawl,only eDNA,both eDNA/trawl,0.028710905371326,0,0,1,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,benthopelagic,15,1244,140,NA,y,benthopelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Glyptocephalus zachirus,only eDNA,only eDNA,only eDNA,0.110032955241402,0,0,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,demersal,0,900,60,36,y,demersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Phytichthys chirus,only eDNA,only eDNA,only eDNA,2.40122442952034,0,0,1,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,demersal,0,12,20,NA,y,demersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Pholis laeta,only eDNA,only eDNA,only eDNA,3,0,0,1,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis,demersal,0,73,25,NA,y,demersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Leptoclinus maculatus,only eDNA,only eDNA,only eDNA,3,0,0,1,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Leptoclinus,demersal,2,607,20,NA,y,demersal,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
14,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,35.9378635403364,4.798,1,1,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,pelagic_neritic,0,475,46,25,y,pelagic,55,80,0.9411764705882353,0.8571428571428571,0.08403361344537814,0.75,0.1388888888888889,25
16,Oncorhynchus kisutch,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.84104150833243,0.852,1,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,pelagic,0,250,108,71,y,pelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Clupea pallasii,both eDNA/trawl,only eDNA,both eDNA/trawl,94.0467582284523,0,0,1,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,pelagic_neritic,0,475,46,25,y,pelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Sebastes caurinus/maliger,only eDNA,only eDNA,only eDNA,0.891886926979565,0,0,1,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,demersal,5,228.5,59.5,NA,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Eopsetta jordani,only eDNA,only eDNA,only eDNA,4.00503858929263,0,0,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Eopsetta,demersal,0,550,53,42.5,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Merluccius productus,both eDNA/trawl,only eDNA,both eDNA/trawl,4.22327213532865,0,0,1,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,pelagic_neritic,0,1000,91,NA,y,pelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Sebastes crameri,only eDNA,only eDNA,only eDNA,0.10322989031584,0,0,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,bathydemersal,25,600,58,NA,y,bathydemersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Hippoglossoides elassodon,only eDNA,only eDNA,only eDNA,3,0,0,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,demersal,0,1050,52,NA,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,1.60454681494451,0,0,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,pelagic_oceanic,0,250,84,45,y,pelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Anoplopoma fimbria,both eDNA/trawl,only eDNA,only eDNA,0.415399370766117,0,0,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,bathydemersal,175,2740,120,80,y,bathydemersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Oncorhynchus keta,both eDNA/trawl,only eDNA,both eDNA/trawl,0.618727901864243,0,0,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,benthopelagic,0,250,100,58,y,benthopelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Oncorhynchus gorbuscha,both eDNA/trawl,only eDNA,both eDNA/trawl,12.2291975969274,0,0,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,demersal,0,250,76,NA,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Xiphister atropurpureus/mucosus,only eDNA,only eDNA,only eDNA,0.585062661794669,0,0,1,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,demersal,4,15,44.25,NA,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,2.596,1,0,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,benthopelagic,0,375,150,70,y,benthopelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Thaleichthys pacificus,both eDNA/trawl,only eDNA,both eDNA/trawl,10.8602232171098,0,0,1,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,pelagic_neritic,0,300,34,20,y,pelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Glyptocephalus zachirus,only eDNA,only eDNA,only eDNA,0.712406459741369,0,0,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,demersal,0,900,60,36,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Phytichthys chirus,only eDNA,only eDNA,only eDNA,9.74696321339509,0,0,1,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Phytichthys,demersal,0,12,20,NA,y,demersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Squalus suckleyi,both eDNA/trawl,only eDNA,both eDNA/trawl,1.15053449829406,0,0,1,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,benthopelagic,15,1244,140,NA,y,benthopelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Sebastes alutus,only eDNA,only eDNA,only eDNA,3.63443733882001,0,0,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,bathydemersal,0,825,53,NA,y,bathydemersal,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
16,Gadus/chalcogrammus,both eDNA/trawl,only eDNA,both eDNA/trawl,0.951880539572051,0,0,1,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,benthopelagic,NA,1280,91,NA,y,benthopelagic,20,0,0.9473684210526316,0.6666666666666666,0.2807017543859649,0.5,0.4,20
