set_number,LCT,common_name,leg.x,location,date.x,size_class,number_retained_for_isotopes_and_other_analyses,fa_sample,comments,processed,individs_caught,species,kingdom,phylum,class,order,family,genus,level,area,line,net_tow,date.y,time_in_water_gmt,start_latitude_n,start_longitude_w,time_door_in,lat_door_in_deg,lat_door_in_min,long_door_in_deg,long_door_in_min,time_door_out,lat_door_out_deg,lat_door_out_min,long_door_out_deg,long_door_out_min,time_out_of_water_gmt,end_latitude_n,end_longitude_w,bottom_depth_m,depth_range_targeted_m,depth_mean,time_target_depth_start_gmt,time_target_depth_stop_gmt,average_wire_out,vessel_tow_speed_knots,codend_fullness,fraction_processed,notes,north_south,lat_door_in_dd,long_door_in_dd,lat_door_out_dd,long_door_out_dd,duration_minutes,weight_total_kg
14,Oncorhynchus tshawytscha,Chinook Salmon,2,Juan de Fuca Strait,2018-08-12T00:00:00Z,NA,5,5,don't have unique catch number for individuals in Trawls 14-16 (have unique lenghs and weights recorded on each bag so can match individual fish to numbers later),Y,5,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,SB,S2,14,18-08-12,17:01,48 32.552,125 02.033,17:09,48,32.586,125,2.228,17:27,48,32.223,125,3.875,17:32,48 32.298,125 04.248,75,50-60,55,17:14,17:23,100 fm,3.5-4.0,1.5 baskets,-,,southern,48.5431,-125.03713333333333,48.53705,-125.06458333333333,18,6.158
16,Oncorhynchus kisutch,Coho Salmon,2,Swiftsure Bank,2018-08-13T00:00:00Z,NA,4,4,NA,Y,4,Oncorhynchus kisutch,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,SB,S4,16,18-08-13,15:23,48 37.028,124 56.671,15:32,48,36.999,124,56.913,15:57,48,36.744,124,59.958,16:03,48 36.923,125 00.542,64,20,20,15:35,15:55,43 fm,3.9-5.7,1/4 basket,-,,southern,48.61665,-124.94855,48.6124,-124.9993,25,0.852
16,Oncorhynchus tshawytscha,Chinook Salmon,2,Swiftsure Bank,2018-08-13T00:00:00Z,NA,6,6,individual with 0.498kg and 34.8cm measurements had scales taken from right side near anal fin,Y,6,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,SB,S4,16,18-08-13,15:23,48 37.028,124 56.671,15:32,48,36.999,124,56.913,15:57,48,36.744,124,59.958,16:03,48 36.923,125 00.542,64,20,20,15:35,15:55,43 fm,3.9-5.7,1/4 basket,-,,southern,48.61665,-124.94855,48.6124,-124.9993,25,2.596
2,Clupea pallasii,Pacific Herring,1,Johnston Strait,2018-08-01T00:00:00Z,NA,3,1,NA,Y,3,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35,0.027999999999999997
2,Sebastes entomelas,Widow Rockfish,1,Johnston Strait,2018-08-01T00:00:00Z,NA,1,1,tag in mouth,Y,1,Sebastes entomelas,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,species,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35,0.878
2,Sebastes flavidus,Yellowtail Rockfish,1,Johnston Strait,2018-08-01T00:00:00Z,NA,9,5,tags in mouths of FA fish,Y,9,Sebastes flavidus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,species,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35,10.15
2,Squalus suckleyi,Spiny Dogfish,1,Johnston Strait,2018-08-01T00:00:00Z,NA,1,1,tag in mouth,Y,1,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35,1.718
2,Thaleichthys pacificus,Eulachon,1,Johnston Strait,2018-08-01T00:00:00Z,NA,5,5,confirm eulachon IDs,Y,10,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35,0.18
3,Clupea pallasii,Pacific Herring,1,Johnston Strait,2018-08-02T00:00:00Z,NA,100,2,NA,?,102,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14,2.89
3,Gadus/chalcogrammus,Walleye Pollock,1,Johnston Strait,2018-08-02T00:00:00Z,NA,1,1,NA,Y,1,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14,0.558
3,Spirinchus starksi,Night Smelt,NA,NA,NA,NA,NA,NA,NA,NA,1,Spirinchus starksi,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,species,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14,0.028
3,Squalus suckleyi,Spiny Dogfish,1,Johnston Strait,2018-08-02T00:00:00Z,NA,1,1,NA,Y,2,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14,0.806
3,Thaleichthys pacificus,Eulachon,1,Johnston Strait,2018-08-02T00:00:00Z,NA,7,0,NA,Y,6,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14,0.044
4,Clupea pallasii,Pacific Herring,NA,NA,NA,NA,NA,NA,NA,NA,9,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,0.182
4,Gadus/chalcogrammus,Walleye Pollock,1,Johnston Strait,2018-08-02T00:00:00Z,NA,11,4,NA,Y,100,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,47.206
4,Mallotus villosus,Capelin,NA,NA,NA,NA,NA,NA,NA,NA,1,Mallotus villosus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,1e-4
4,Merluccius productus,Pacific Pacific Hake,NA,NA,NA,NA,NA,NA,NA,NA,1,Merluccius productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,0.774
4,Oncorhynchus kisutch,Coho Salmon,1,Johnston Strait,2018-08-02T00:00:00Z,NA,1,1,NA,Y,1,Oncorhynchus kisutch,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,3.188
4,Squalus suckleyi,Spiny Dogfish,1,Johnston Strait,2018-08-02T00:00:00Z,NA,5,2,NA,Y,11,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,7.882
4,Thaleichthys pacificus,Eulachon,1,Johnston Strait,2018-08-02T00:00:00Z,NA,36,0,NA,Y,101,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31,3.05
5,Clupea pallasii,Pacific Herring,NA,NA,NA,NA,NA,NA,NA,NA,3,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JS,-,5,18-08-03,16:07,50 32.130,126 40.264,16:16,50,32.202,126,40.396,16:48,50,31.462,126,38.241,17:05,50 30.993,126 37.756,408,100,100,16:22,16:43,,3,almost 0,-,,northern,50.5367,-126.67326666666666,50.524366666666666,-126.63735,32,0.02
5,Sebastes flavidus,Yellowtail Rockfish,1,Johnston Strait,2018-08-03T00:00:00Z,NA,1,0,NA,Y,1,Sebastes flavidus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,species,JS,-,5,18-08-03,16:07,50 32.130,126 40.264,16:16,50,32.202,126,40.396,16:48,50,31.462,126,38.241,17:05,50 30.993,126 37.756,408,100,100,16:22,16:43,,3,almost 0,-,,northern,50.5367,-126.67326666666666,50.524366666666666,-126.63735,32,1.246
5,Thaleichthys pacificus,Eulachon,NA,NA,NA,NA,NA,NA,NA,NA,2,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JS,-,5,18-08-03,16:07,50 32.130,126 40.264,16:16,50,32.202,126,40.396,16:48,50,31.462,126,38.241,17:05,50 30.993,126 37.756,408,100,100,16:22,16:43,,3,almost 0,-,,northern,50.5367,-126.67326666666666,50.524366666666666,-126.63735,32,0.052
7,Anoplopoma fimbria,Sablefish,1,Johnston Strait,2018-08-04T00:00:00Z,NA,1,1,NA,Y,1,Anoplopoma fimbria,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,species,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35,0.732
7,Corphaenidoes sp,Corphaenidoes sp,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Animalia ,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,genus,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35,0.002
7,Gadus/chalcogrammus,Walleye Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35,4.46
7,Oncorhynchus kisutch,Coho Salmon,1,Johnston Strait,2018-08-04T00:00:00Z,NA,1,1,NA,Y,1,Oncorhynchus kisutch,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35,0.034
7,Squalus suckleyi,Spiny Dogfish,NA,NA,NA,NA,NA,NA,NA,NA,5,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35,7.343999999999999
7,Thaleichthys pacificus,Eulachon,NA,NA,NA,NA,NA,NA,NA,NA,101,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35,1.52
8,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,10,5,samples taken for isotopes and FA from different individuals,? (we have 2),100,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18,3.273
8,Gadus/chalcogrammus,Walleye Pollock,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,juvenile,1,0,NA,Y,NA,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18,11.15
8,Gadus/chalcogrammus,Walleye Pollock,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,10,5,samples taken for isotopes and FA from different individuals,Y,103,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18,11.15
8,Oncorhynchus tshawytscha,Chinook Salmon,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,2,2,scales taken on left side behind dorsal fin (took where could find any scales),Y,2,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18,9.46
8,Sebastes sp,Sebastes sp,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Animalia ,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,genus,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18,1e-4
8,Thaleichthys pacificus,Eulachon,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,10,5,samples taken for isotopes and FA from different individuals,Y,42,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18,0.681
9,Clupea pallasii,Pacific Herring,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,15,5,NA,Y,100,Clupea pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,3.488
9,Gadus/chalcogrammus,Walleye Pollock,NA,NA,NA,NA,NA,NA,NA,NA,99,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,25.495
9,Gadus/chalcogrammus,Walleye Pollock,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,large,5,5,NA,Y,NA,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,25.495
9,Gadus/chalcogrammus,Walleye Pollock,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,small,5,5,samples taken for isotopes and FA from different individuals,Y,NA,Gadus/chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae ,Gadus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,25.495
9,Merluccius productus,Pacific Hake,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,10,5,NA,Y,NA,Merluccius productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,39.702
9,Merluccius productus,Pacific Pacific Hake,NA,NA,NA,NA,NA,NA,NA,NA,26,Merluccius productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,39.702
9,Oncorhynchus tshawytscha,Chinook Salmon,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,1,1,scales taken on lateral line on right side behind dorsal fin (took where could find any scales),Y,1,Oncorhynchus tshawytscha,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,0.88
9,Parophrys vetulus,English Sole,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,1,1,NA,Y,1,Parophrys vetulus,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,0.164
9,Reinhardtius hippoglossoides,Greenland Halibut,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,4,4,NA,Y,4,Reinhardtius hippoglossoides,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,3.034
9,Squalus suckleyi,Spiny Dogfish,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,small,10,5,NA,Y,NA,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,15.92
9,Squalus suckleyi,Spiny Dogfish,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,large,4,4,NA,Y,NA,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,15.92
9,Squalus suckleyi,Spiny Dogfish,NA,NA,NA,NA,NA,NA,NA,NA,22,Squalus suckleyi,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,15.92
9,Thaleichthys pacificus,Eulachon,2,Juan de Fuca Strait,2018-08-08T00:00:00Z,NA,10,5,samples taken for isotopes and FA from different individuals,Y,100,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,species,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30,1.584
