#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
ASV198	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:112517	LC091581	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV198	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049684	LC091580	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV198	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192191	LC020932	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV198	Clupea pallasii mitochondrial DNA, complete genome	AP009134	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV198	Clupea harengus mitochondrion, complete genome	MN122931	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV198	Clupea harengus isolate SF77 12S ribosomal RNA gene, partial sequence; mitochondrial	MH194498	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV198	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:048004	LC091579	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV198	Sprattus sprattus isolate SEA0267 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818344	196075	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Sprattus / Sprattus sprattus
ASV199	Clupea pallasii CBM:ZF:20436 mitochondrial gene for 12S rRNA, partial sequence	LC552350	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151385	LC091582	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:112517	LC091581	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049684	LC091580	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192191	LC020932	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Clupea pallasii mitochondrial DNA, complete genome	AP009134	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Clupea harengus mitochondrion, complete genome	MN122931	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV199	Clupea harengus isolate SF77 12S ribosomal RNA gene, partial sequence; mitochondrial	MH194498	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV199	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:048004	LC091579	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV199	Sprattus sprattus isolate SEA0267 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818344	196075	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Sprattus / Sprattus sprattus
ASV200	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV200	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV200	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV200	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV200	Oncorhynchus mykiss isolate CES077 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	KY798500	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV200	Oncorhynchus mykiss voucher NEFC_F16-293 mitochondrion, complete genome.	MF621750	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV200	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:040102	LC091621	8017	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV200	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151072	LC091620	8017	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV200	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:223890	LC069500	8017	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV200	Oncorhynchus mykiss voucher LodgeLab Omykiss_1 mitochondrion, complete genome	KP013084	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV201	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155023	LC104532	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV201	Sebastes maliger mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151128	LC104515	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV201	Sebastes maliger mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119948	LC104514	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV201	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151116	LC104505	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV201	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:114025	LC104464	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV201	Sebastes maliger mitochondrion, complete genome	NC_056782	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV201	Sebastes auriculatus voucher University of Washington UW158071 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803061	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV201	Sebastes auriculatus voucher University of Washington UW158070 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803060	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV201	Sebastes auriculatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151118	LC104501	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV201	Sebastes auriculatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118749	LC104494	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV202	Anas platyrhynchos mitochondrion, complete genome	MK770342	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas platyrhynchos mitochondrion, complete genome	MH744426	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas platyrhynchos breed Shan partridge duck mitochondrion, complete genome	MF069251	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas platyrhynchos breed Putian Black duck mitochondrion, complete genome	MF069250	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas platyrhynchos breed Liancheng White duck mitochondrion, complete genome	MF069249	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas platyrhynchos breed Jinding duck mitochondrion, complete genome	MF069248	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas zonorhyncha mitochondrial gene for 12S rRNA, partial sequence, bio_material: NSMT(National Science Museum, Tokyo)-DNA-7739	LC104767	75864	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas zonorhyncha
ASV202	Anas platyrhynchos breed Sichuan mitochondrion, complete genome	KX592536	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV202	Anas poecilorhyncha mitochondrion, complete genome	KC466567	75854	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas poecilorhyncha
ASV202	Anas platyrhynchos breed Rongshui duck mitochondrion, complete genome	KJ833587	8839	100.000	100	4.53e-91	346	Genbank	Eukaryota / Chordata / Aves / Anseriformes / Anatidae / Anas / Anas platyrhynchos
ASV203	Clupea pallasii CBM:ZF:20436 mitochondrial gene for 12S rRNA, partial sequence	LC552350	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV203	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151385	LC091582	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV203	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:112517	LC091581	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV203	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049684	LC091580	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV203	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192191	LC020932	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV203	Clupea harengus isolate EE_MUDASTE_3 mitochondrion, complete genome	KC193751	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV203	Clupea harengus isolate EE_MUUGA_2 mitochondrion, complete genome	KC193745	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV203	Clupea pallasii mitochondrial DNA, complete genome	AP009134	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV203	Clupea harengus mitochondrion, complete genome	MN122931	7950	98.256	100	8.97e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV203	Clupea harengus isolate SF77 12S ribosomal RNA gene, partial sequence; mitochondrial	MH194498	7950	98.256	100	8.97e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV204	Squalus suckleyi mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:047291	LC091559	7798	99.448	100	4.38e-86	329	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus suckleyi
ASV204	Squalus acanthia complete mitochondrial genome	Y18134	7797	99.448	100	4.38e-86	329	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus acanthias
ASV204	Squalus acanthias isolate RF52 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH377805	7797	99.435	98	7.33e-84	322	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus acanthias
ASV204	Squalus mitsukurii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:16988	LC277707	134996	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus mitsukurii
ASV204	Squalus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:16601	LC193288	42864	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus japonicus
ASV204	Squalus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: OCF(Okinawa Churashima Foundation)-P20030410-16	AB974457	42864	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus japonicus
ASV204	Squalus mitsukurii Kuroshio Biological Research Foundation, Ichthyology, Kochi, Japan 1333 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC635111	134996	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus mitsukurii
ASV204	Squalus formosus Kuroshio Biological Research Foundation, Ichthyology, Kochi, Japan 1172 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC635110	1443580	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus formosus
ASV204	Squalus sp. 'nagasaki-tsuno-zame' NSMT:P:72728 mitochondrial gene for 12S rRNA, partial sequence	LC578888	2768206	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus sp. 'nagasaki-tsuno-zame'
ASV204	Squalus megalops isolate s05 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	GU130625	335062	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus megalops
ASV205	Cymatogaster aggregata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:111773	LC104608	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV205	Cymatogaster aggregata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155003	LC091978	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV205	Cymatogaster aggregata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:111769	LC091977	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV205	Cymatogaster aggregata voucher NMV A22828a 12S ribosomal RNA gene, partial sequence; mitochondrial	FJ616394	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV205	Cymatogaster aggregata mitochondrial DNA, complete genome	AP009128	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV206	Gadus chalcogrammus voucher UW152907 mitochondrion, complete genome	MH035604	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW152898 mitochondrion, complete genome	MH035602	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151990_5 mitochondrion, complete genome	MH035600	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151990_4 mitochondrion, complete genome	MH035599	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151990_2 mitochondrion, complete genome	MH035597	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151990_1 mitochondrion, complete genome	MH035596	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151985_3 mitochondrion, complete genome	MH035593	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151985_2 mitochondrion, complete genome	MH035592	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151985_1 mitochondrion, complete genome	MH035591	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV206	Gadus chalcogrammus voucher UW151042 mitochondrion, complete genome	MH035590	1042646	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV207	Phocoena phocoena isolate 1084 mitochondrion, complete genome	MT948100	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 8514 mitochondrion, complete genome	MT948099	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 3768 mitochondrion, complete genome	MT948098	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 3766 mitochondrion, complete genome	MT948096	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 704 mitochondrion, complete genome	MT948095	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 707 mitochondrion, complete genome	MT948097	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 1080 mitochondrion, complete genome	MT948094	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 4764 mitochondrion, complete genome	MT948093	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 5411 mitochondrion, complete genome	MT948092	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV207	Phocoena phocoena isolate 26609 mitochondrion, complete genome	MT948091	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 1084 mitochondrion, complete genome	MT948100	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 8514 mitochondrion, complete genome	MT948099	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 3768 mitochondrion, complete genome	MT948098	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 3766 mitochondrion, complete genome	MT948096	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 704 mitochondrion, complete genome	MT948095	9742	98.830	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 707 mitochondrion, complete genome	MT948097	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 1080 mitochondrion, complete genome	MT948094	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 4764 mitochondrion, complete genome	MT948093	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 5411 mitochondrion, complete genome	MT948092	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV208	Phocoena phocoena isolate 26609 mitochondrion, complete genome	MT948091	9742	98.246	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Phocoenidae / Phocoena / Phocoena phocoena
ASV209	Squalus suckleyi mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:047291	LC091559	7798	99.448	100	4.38e-86	329	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus suckleyi
ASV209	Squalus acanthia complete mitochondrial genome	Y18134	7797	99.448	100	4.38e-86	329	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus acanthias
ASV209	Squalus acanthias isolate RF52 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH377805	7797	99.435	98	7.33e-84	322	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus acanthias
ASV209	Squalus mitsukurii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:16988	LC277707	134996	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus mitsukurii
ASV209	Squalus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:16601	LC193288	42864	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus japonicus
ASV209	Squalus japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: OCF(Okinawa Churashima Foundation)-P20030410-16	AB974457	42864	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus japonicus
ASV209	Squalus mitsukurii Kuroshio Biological Research Foundation, Ichthyology, Kochi, Japan 1333 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC635111	134996	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus mitsukurii
ASV209	Squalus formosus Kuroshio Biological Research Foundation, Ichthyology, Kochi, Japan 1172 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC635110	1443580	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus formosus
ASV209	Squalus sp. 'nagasaki-tsuno-zame' NSMT:P:72728 mitochondrial gene for 12S rRNA, partial sequence	LC578888	2768206	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus sp. 'nagasaki-tsuno-zame'
ASV209	Squalus megalops isolate s05 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	GU130625	335062	96.685	100	9.55e-78	302	Genbank	Eukaryota / Chordata / Chondrichthyes / Squaliformes / Squalidae / Squalus / Squalus megalops
