date,trawl,sample_id,catch_count,species,length_type,length_cm,weight_kg,sex,fa_sample,comments,recorder,fish_processing_personnel,size_class
18-08-04,7,839,45,Eulachon,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,840,46,Eulachon,Fork,14.6,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,841,47,Eulachon,Fork,14,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,842,48,Eulachon,Fork,13.7,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,843,49,Eulachon,Fork,13.2,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,844,50,Eulachon,Fork,15,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,845,51,Eulachon,Fork,10.1,0.004,NA,NA,NA,NA,NA,NA
18-08-04,7,846,52,Eulachon,Fork,8,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,847,53,Eulachon,Fork,9.5,0.004,NA,NA,NA,NA,NA,NA
18-08-04,7,848,54,Eulachon,Fork,9,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,849,55,Eulachon,Fork,13,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,850,56,Eulachon,Fork,13.9,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,851,57,Eulachon,Fork,15.8,0.024,NA,NA,NA,NA,NA,NA
18-08-04,7,852,58,Eulachon,Fork,14.1,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,853,59,Eulachon,Fork,14.6,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,854,60,Eulachon,Fork,16.2,0.026,NA,NA,NA,NA,NA,NA
18-08-04,7,855,61,Eulachon,Fork,13.1,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,856,62,Eulachon,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,857,63,Eulachon,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,858,64,Eulachon,Fork,16.2,0.024,NA,NA,NA,NA,NA,NA
18-08-04,7,859,65,Eulachon,Fork,15.7,0.022,NA,NA,NA,NA,NA,NA
18-08-04,7,860,66,Eulachon,Fork,8.5,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,861,67,Eulachon,Fork,13,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,862,68,Eulachon,Fork,12.9,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,863,69,Eulachon,Fork,15.2,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,864,70,Eulachon,Fork,15.3,0.024,NA,NA,NA,NA,NA,NA
18-08-04,7,865,71,Eulachon,Fork,15.6,0.024,NA,NA,NA,NA,NA,NA
18-08-04,7,866,72,Eulachon,Fork,12,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,867,73,Eulachon,Fork,12.8,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,868,74,Eulachon,Fork,8.6,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,869,75,Eulachon,Fork,10,0.004,NA,NA,NA,NA,NA,NA
18-08-04,7,870,76,Eulachon,Fork,14.1,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,871,77,Eulachon,Fork,13.4,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,872,78,Eulachon,Fork,14.6,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,873,79,Eulachon,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,874,80,Eulachon,Fork,12.9,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,875,81,Eulachon,Fork,15.3,0.022,NA,NA,NA,NA,NA,NA
18-08-04,7,876,82,Eulachon,Fork,14.1,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,877,83,Eulachon,Fork,12,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,878,84,Eulachon,Fork,13.6,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,879,85,Eulachon,Fork,15.9,0.024,NA,NA,NA,NA,NA,NA
18-08-04,7,880,86,Eulachon,Fork,13.8,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,881,87,Eulachon,Fork,14.6,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,882,88,Eulachon,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,883,89,Eulachon,Fork,15,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,884,90,Eulachon,Fork,13.8,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,885,91,Eulachon,Fork,13.2,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,886,92,Eulachon,Fork,14.2,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,887,93,Eulachon,Fork,8.4,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,888,94,Eulachon,Fork,9.2,0.004,NA,NA,NA,NA,NA,NA
18-08-04,7,889,95,Eulachon,Fork,14.2,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,890,96,Eulachon,Fork,12.6,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,891,97,Eulachon,Fork,14.1,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,892,98,Eulachon,Fork,13.4,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,893,99,Eulachon,Fork,13.6,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,894,100,Eulachon,Fork,15.1,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,895,101,Eulachon,Fork,14.6,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,896,102,Eulachon,Fork,13.5,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,897,103,Eulachon,Fork,13.4,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,898,104,Eulachon,Fork,13.2,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,899,105,Eulachon,Fork,13.9,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,900,106,Eulachon,Fork,14.5,0.022,NA,NA,NA,NA,NA,NA
18-08-04,7,901,107,Eulachon,Fork,12.1,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,902,108,Eulachon,Fork,12.9,0.012,NA,NA,NA,NA,NA,NA
18-08-04,7,903,109,Eulachon,Fork,15,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,904,110,Eulachon,Fork,15.3,0.02,NA,NA,NA,NA,NA,NA
18-08-04,7,905,111,Eulachon,Fork,13.9,0.018,NA,NA,NA,NA,NA,NA
18-08-04,7,906,112,Eulachon,Fork,14,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,907,113,Eulachon,Fork,13.7,0.014,NA,NA,NA,NA,NA,NA
18-08-04,7,908,114,Eulachon,Fork,15.2,0.022,NA,NA,NA,NA,NA,NA
18-08-04,7,909,115,Eulachon,Fork,12,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,910,116,Eulachon,Fork,7.1,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,911,117,Eulachon,Fork,8.3,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,912,118,Eulachon,Fork,7.4,0.002,NA,NA,NA,NA,NA,NA
18-08-04,7,913,119,Eulachon,Fork,12.2,0.01,NA,NA,NA,NA,NA,NA
18-08-04,7,914,120,Eulachon,Fork,13.8,0.016,NA,NA,NA,NA,NA,NA
18-08-04,7,915,121,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,916,122,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,917,123,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,918,124,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,919,125,Euphausiid spp,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,920,126,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,921,127,Euphausiid spp,Total,1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,922,128,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,923,129,Euphausiid spp,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,924,130,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,925,131,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,926,132,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,927,133,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,928,134,Euphausiid spp,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,929,135,Euphausiid spp,Total,1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,930,136,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,931,137,Euphausiid spp,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,932,138,Euphausiid spp,Total,1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,933,139,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,934,140,Euphausiid spp,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,935,141,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,936,142,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,937,143,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,938,144,Euphausiid spp,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,939,145,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,940,146,Euphausiid spp,Total,1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,941,147,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,942,148,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,943,149,Euphausiid spp,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,944,150,Euphausiid spp,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,945,151,Pasiphaea pacifica,Total,1.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,946,152,Pasiphaea pacifica,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,947,153,Pasiphaea pacifica,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,948,154,Pasiphaea pacifica,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,949,155,Pasiphaea pacifica,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,950,156,Pasiphaea pacifica,Total,1.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,951,157,Pasiphaea pacifica,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,952,158,Pasiphaea pacifica,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,953,159,Pasiphaea pacifica,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,954,160,Pasiphaea pacifica,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,955,161,Pasiphaea pacifica,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,956,162,Pasiphaea pacifica,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,957,163,Pasiphaea pacifica,Total,1.8,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,958,164,Pasiphaea pacifica,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,959,165,Pasiphaea pacifica,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,960,166,Pasiphaea pacifica,Total,1.8,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,961,167,Pasiphaea pacifica,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,962,168,Pasiphaea pacifica,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,963,169,Pasiphaea pacifica,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,964,170,Pasiphaea pacifica,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,965,171,Pasiphaea pacifica,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,966,172,Pasiphaea pacifica,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,967,173,Pasiphaea pacifica,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,968,174,Pasiphaea pacifica,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,969,175,Pasiphaea pacifica,Total,1.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,970,176,Pasiphaea pacifica,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,971,177,Pasiphaea pacifica,Total,1.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,972,178,Pasiphaea pacifica,Total,1.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,973,179,Pasiphaea pacifica,Total,1.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,974,180,Neomysis rayii,Total,1.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,975,181,Neomysis rayii,Total,1.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,976,182,Neomysis rayii,Total,1.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,977,183,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,978,184,Pasiphaea tarda,Total,2.6,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,979,185,Pasiphaea tarda,Total,2.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,980,186,Pasiphaea tarda,Total,1.7,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,981,187,Pasiphaea tarda,Total,2.7,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,982,188,Pasiphaea tarda,Total,1.8,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,983,189,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,984,190,Pasiphaea tarda,Total,2.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,985,191,Pasiphaea tarda,Total,2.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,986,192,Pasiphaea tarda,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,987,193,Pasiphaea tarda,Total,2.8,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,988,194,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,989,195,Pasiphaea tarda,Total,2.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,990,196,Pasiphaea tarda,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,991,197,Pasiphaea tarda,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,992,198,Pasiphaea tarda,Total,2.3,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,993,199,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,994,200,Pasiphaea tarda,Total,1.9,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,995,201,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,996,202,Pasiphaea tarda,Total,2.9,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,997,203,Pasiphaea tarda,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,998,204,Pasiphaea tarda,Total,2.1,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,999,205,Pasiphaea tarda,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1000,206,Pasiphaea tarda,Total,2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1001,207,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1002,208,Pasiphaea tarda,Total,2.5,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1003,209,Pasiphaea tarda,Total,2.2,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1004,210,Pasiphaea tarda,Total,2.7,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1005,211,Pasiphaea tarda,Total,2.4,NA,NA,NA,NA,NA,NA,NA
18-08-04,7,1006,212,Pasiphaea tarda,Total,2.5,NA,NA,NA,NA,NA,NA,NA
18-08-08,8,1007,1,Pacific Herring,Fork,14.5,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1008,2,Pacific Herring,Fork,16.2,0.24,NA,NA,NA,NA,NA,NA
18-08-08,8,1009,3,Pacific Herring,Fork,16.3,0.26,NA,NA,NA,NA,NA,NA
18-08-08,8,1010,4,Pacific Herring,Fork,14.6,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1011,5,Pacific Herring,Fork,15.9,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1012,6,Pacific Herring,Fork,15.1,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1013,7,Pacific Herring,Fork,15.2,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1014,8,Pacific Herring,Fork,15,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1015,9,Pacific Herring,Fork,14.9,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1016,10,Pacific Herring,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1017,11,Pacific Herring,Fork,14.3,0.018,NA,NA,NA,NA,NA,NA
18-08-08,8,1018,12,Pacific Herring,Fork,13.5,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1019,13,Pacific Herring,Fork,15.2,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1020,14,Pacific Herring,Fork,15.2,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1021,15,Pacific Herring,Fork,16.5,0.03,NA,NA,NA,NA,NA,NA
18-08-08,8,1022,16,Pacific Herring,Fork,15.6,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1023,17,Pacific Herring,Fork,14.8,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1024,18,Pacific Herring,Fork,14.7,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1025,19,Pacific Herring,Fork,15,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1026,20,Pacific Herring,Fork,14.2,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1027,21,Pacific Herring,Fork,14.5,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1028,22,Pacific Herring,Fork,15.7,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1029,23,Pacific Herring,Fork,14.8,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1030,24,Pacific Herring,Fork,14.6,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1031,25,Pacific Herring,Fork,14.5,0.018,NA,NA,NA,NA,NA,NA
18-08-08,8,1032,26,Pacific Herring,Fork,15.2,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1033,27,Pacific Herring,Fork,14.5,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1034,28,Pacific Herring,Fork,15,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1035,29,Pacific Herring,Fork,15.3,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1036,30,Pacific Herring,Fork,15.5,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1037,31,Pacific Herring,Fork,13.5,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1038,32,Pacific Herring,Fork,13.4,0.016,NA,NA,NA,NA,NA,NA
18-08-08,8,1039,33,Pacific Herring,Fork,15.2,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1040,34,Chinook Salmon,Fork,66.9,8.65,M,Y,NA,NA,NA,NA
18-08-08,8,1041,35,Chinook Salmon,Fork,41.4,0.81,F,Y,NA,NA,NA,NA
18-08-08,8,1042,36,Unidentified Rockfish,Total,NA,NA,NA,NA,Discarded during subsampling,NA,NA,NA
18-08-08,8,1043,37,Sockeye Salmon,Fork,NA,NA,NA,NA,Discarded during subsampling,NA,NA,NA
18-08-08,8,1044,39,Pacific Herring,Fork,17.5,0.038,NA,NA,NA,NA,NA,NA
18-08-08,8,1045,40,Pacific Herring,Fork,13.9,0.018,NA,NA,NA,NA,NA,NA
18-08-08,8,1046,41,Pacific Herring,Fork,16.2,0.021,NA,NA,NA,NA,NA,NA
18-08-08,8,1047,42,Pacific Herring,Fork,15.7,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1048,43,Pacific Herring,Fork,14.5,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1049,44,Pacific Herring,Fork,18.4,0.42,NA,NA,NA,NA,NA,NA
18-08-08,8,1050,45,Pacific Herring,Fork,15.3,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1051,46,Pacific Herring,Fork,15.1,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1052,47,Pacific Herring,Fork,15.3,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1053,48,Pacific Herring,Fork,14.4,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1054,49,Pacific Herring,Fork,15,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1055,50,Pacific Herring,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1056,51,Pacific Herring,Fork,14.7,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1057,52,Pacific Herring,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1058,53,Pacific Herring,Fork,14.8,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1059,54,Pacific Herring,Fork,14.3,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1060,55,Pacific Herring,Fork,16.5,0.03,NA,NA,NA,NA,NA,NA
18-08-08,8,1061,56,Pacific Herring,Fork,13.9,0.018,NA,NA,NA,NA,NA,NA
18-08-08,8,1062,57,Pacific Herring,Fork,15.2,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1063,58,Pacific Herring,Fork,15.3,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1064,59,Pacific Herring,Fork,15.6,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1065,60,Pacific Herring,Fork,15,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1066,61,Pacific Herring,Fork,15.2,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1067,62,Pacific Herring,Fork,16,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1068,63,Pacific Herring,Fork,14.3,0.018,NA,NA,NA,NA,NA,NA
18-08-08,8,1069,64,Pacific Herring,Fork,16.1,0.032,NA,NA,NA,NA,NA,NA
18-08-08,8,1070,65,Pacific Herring,Fork,15.7,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1071,66,Pacific Herring,Fork,14.3,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1072,67,Pacific Herring,Fork,14.9,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1073,68,Pacific Herring,Fork,13.8,0.018,NA,NA,NA,NA,NA,NA
18-08-08,8,1074,69,Pacific Herring,Fork,15.6,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1075,70,Pacific Herring,Fork,14.9,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1076,71,Pacific Herring,Fork,16,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1077,72,Pacific Herring,Fork,16.3,0.034,NA,Y,NA,NA,NA,NA
18-08-08,8,1078,73,Pacific Herring,Fork,14.3,0.026,NA,Y,NA,NA,NA,NA
18-08-08,8,1079,74,Pacific Herring,Fork,14.4,0.024,NA,Y,NA,NA,NA,NA
18-08-08,8,1080,75,Pacific Herring,Fork,14.2,0.024,NA,Y,NA,NA,NA,NA
18-08-08,8,1081,76,Pacific Herring,Fork,17.1,0.042,NA,Y,NA,NA,NA,NA
18-08-08,8,1082,77,Pacific Herring,Fork,16.3,0.03,NA,NA,NA,NA,NA,NA
18-08-08,8,1083,78,Pacific Herring,Fork,15.1,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1084,79,Pacific Herring,Fork,15,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1085,80,Pacific Herring,Fork,15.6,0.028,NA,NA,NA,NA,NA,NA
18-08-08,8,1086,81,Pacific Herring,Fork,15.2,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1087,82,Pacific Herring,Fork,15.7,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1088,83,Pacific Herring,Fork,15.2,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1089,84,Pacific Herring,Fork,18.3,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1090,85,Pacific Herring,Fork,14,0.016,NA,NA,NA,NA,NA,NA
18-08-08,8,1091,86,Pacific Herring,Fork,15.1,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1092,87,Pacific Herring,Fork,15,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1093,88,Pacific Herring,Fork,14.2,0.022,NA,NA,NA,NA,NA,NA
18-08-08,8,1094,89,Pacific Herring,Fork,14.7,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1095,90,Pacific Herring,Fork,14.8,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1096,91,Pacific Herring,Fork,15,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1097,92,Pacific Herring,Fork,16.2,0.034,NA,NA,NA,NA,NA,NA
18-08-08,8,1098,93,Pacific Herring,Fork,17,0.026,NA,NA,NA,NA,NA,NA
18-08-08,8,1099,94,Pacific Herring,Fork,14.1,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1100,95,Pacific Herring,Fork,14.4,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1101,96,Pacific Herring,Fork,17,0.034,NA,NA,NA,NA,NA,NA
18-08-08,8,1102,97,Pacific Herring,Fork,15.4,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1103,98,Pacific Herring,Fork,13.9,0.02,NA,NA,NA,NA,NA,NA
18-08-08,8,1104,99,Pacific Herring,Fork,14.3,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1105,100,Pacific Herring,Fork,15.2,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1106,101,Pacific Herring,Fork,16.1,0.032,NA,NA,NA,NA,NA,NA
18-08-08,8,1107,102,Pacific Herring,Fork,13.2,0.016,NA,NA,NA,NA,NA,NA
18-08-08,8,1108,103,Pacific Herring,Fork,15.8,0.03,NA,NA,NA,NA,NA,NA
18-08-08,8,1109,104,Pacific Herring,Fork,14.5,0.024,NA,NA,NA,NA,NA,NA
18-08-08,8,1110,105,Pacific Herring,Fork,15.7,0.03,NA,NA,NA,NA,NA,NA
18-08-08,8,1111,106,Walleye Pollock,Total,19.2,0.05,NA,NA,NA,NA,NA,NA
18-08-08,8,1112,107,Walleye Pollock,Total,21.6,0.068,NA,NA,NA,NA,NA,NA
18-08-08,8,1113,108,Walleye Pollock,Total,19.1,0.046,NA,NA,NA,NA,NA,NA
18-08-08,8,1114,109,Walleye Pollock,Total,21.6,0.066,NA,NA,NA,NA,NA,NA
18-08-08,8,1115,110,Walleye Pollock,Total,19.9,0.056,NA,NA,NA,NA,NA,NA
18-08-08,8,1116,111,Walleye Pollock,Total,21.2,0.064,NA,NA,NA,NA,NA,NA
18-08-08,8,1117,112,Walleye Pollock,Total,19.5,0.048,NA,NA,NA,NA,NA,NA
